Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00     547/547         StarfieldBackground::nextFrame() [70]
                0.00    0.00       5/107         std::vector<Actor*, std::allocator<Actor*> >::erase(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [84]
-----------------------------------------------
                0.00    0.00    1022/735443      void std::__destroy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [18]
                0.00    0.00    2044/735443      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [17]
                0.02    0.00  732377/735443      StarfieldBackground::update() [1]
[3]     28.6    0.02    0.00  735443         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator*() const [3]
-----------------------------------------------
                                                 <spontaneous>
[4]     28.6    0.02    0.00                 std::less<unsigned int>::operator()(unsigned int const&, unsigned int const&) const [4]
-----------------------------------------------
                0.00    0.00      60/220269      std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
                0.00    0.00     386/220269      std::vector<Vector, std::allocator<Vector> >::begin() [20]
                0.00    0.00   73423/220269      std::vector<Vector, std::allocator<Vector> >::end() [9]
                0.01    0.00  146400/220269      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator++(int) [8]
[5]     14.3    0.01    0.00  220269         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [5]
-----------------------------------------------
                                                 <spontaneous>
[6]     14.3    0.01    0.00                 std::_Rb_tree<unsigned int, std::pair<unsigned int const, Animation*>, std::_Select1st<std::pair<unsigned int const, Animation*> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, Animation*> > >::find(unsigned int const&) const [6]
-----------------------------------------------
                                                 <spontaneous>
[7]     14.3    0.01    0.00                 std::vector<std::string, std::allocator<std::string> >::at(unsigned int) [7]
-----------------------------------------------
                0.00    0.01  146400/146400      StarfieldBackground::update() [1]
[8]      9.5    0.00    0.01  146400         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator++(int) [8]
                0.01    0.00  146400/220269      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [5]
-----------------------------------------------
                0.00    0.00      20/73423       std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
                0.00    0.00      20/73423       std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [10]
                0.00    0.00   73383/73423       StarfieldBackground::update() [1]
[9]      4.8    0.00    0.00   73423         std::vector<Vector, std::allocator<Vector> >::end() [9]
                0.00    0.00   73423/220269      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [5]
-----------------------------------------------
                0.00    0.00     800/800         StarfieldBackground::initStarfield(int, int) [13]
[10]     0.1    0.00    0.00     800         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [10]
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
                0.00    0.00      20/73423       std::vector<Vector, std::allocator<Vector> >::end() [9]
                0.00    0.00     780/1822        void std::_Construct<Vector, Vector>(Vector*, Vector const&) [50]
-----------------------------------------------
                0.00    0.00       1/1           console_main [14]
[11]     0.1    0.00    0.00       1         SDL_main [11]
                0.00    0.00       1/1           setupGameDisplay(GameDisplay*) [12]
                0.00    0.00    1682/1682        GameDisplay::clampActor(Actor*) [52]
                0.00    0.00     841/841         processInput(MenuDisplay*, GameDisplay*, Display2D*, Display2D*, Display2D*, MenuDisplay*, Player*, Player*, HUDDisplay*, HUDDisplay*) [62]
                0.00    0.00     841/841         processMenus(MenuDisplay*, GameDisplay*, Display2D*, Display2D*, Display2D*, MenuDisplay*, Player*, Player*, HUDDisplay*, HUDDisplay*) [63]
                0.00    0.00     841/841         generateEnemies(GameDisplay*, Player*, Player*) [64]
                0.00    0.00     841/841         GameDisplay::runCollisions() [65]
                0.00    0.00       3/3           setupStaticDisplay(Display2D*, std::string) [172]
                0.00    0.00       2/2           HUDDisplay::HUDDisplay() [179]
                0.00    0.00       2/2           Player::Player() [180]
                0.00    0.00       2/128         std::vector<Actor*, std::allocator<Actor*> >::push_back(Actor* const&) [82]
                0.00    0.00       2/2           HUDDisplay::setLivesActor(Actor*) [176]
                0.00    0.00       2/2           HUDDisplay::setTarget(Player*) [178]
                0.00    0.00       2/2           HUDDisplay::setText(std::string) [177]
                0.00    0.00       1/1161        GameDisplay::NewSingleton() [54]
                0.00    0.00       1/5456        GameOptions::NewSingleton() [41]
                0.00    0.00       1/4525        GameStatus::NewSingleton() [44]
                0.00    0.00       1/3692        Game::NewSingleton() [46]
                0.00    0.00       1/1           std::allocator<Character*>::allocator() [231]
                0.00    0.00       1/1           std::vector<Character*, std::allocator<Character*> >::vector(std::allocator<Character*> const&) [245]
                0.00    0.00       1/1           std::allocator<Character*>::~allocator() [233]
                0.00    0.00       1/1           std::map<int, Display2D*, std::less<int>, std::allocator<std::pair<int const, Display2D*> > >::map() [243]
                0.00    0.00       1/1685        FontRenderer::NewSingleton() [51]
                0.00    0.00       1/1           loadSprites() [198]
                0.00    0.00       1/1           configureTitleMenu(MenuDisplay*) [199]
                0.00    0.00       1/1           configureOptionsMenu(MenuDisplay*) [200]
                0.00    0.00       1/1           GameDisplay::setPlayers(Player*, Player*) [209]
                0.00    0.00       1/1           initPlayers(Player*, Player*) [197]
-----------------------------------------------
                0.00    0.00       1/1           SDL_main [11]
[12]     0.1    0.00    0.00       1         setupGameDisplay(GameDisplay*) [12]
                0.00    0.00       1/1           StarfieldBackground::initStarfield(int, int) [13]
                0.00    0.00       1/3692        Game::NewSingleton() [46]
                0.00    0.00       1/1           StarfieldBackground::StarfieldBackground() [215]
                0.00    0.00       1/1           StarfieldBackground::lockFPS(unsigned int) [214]
                0.00    0.00       1/6           std::vector<Display*, std::allocator<Display*> >::push_back(Display* const&) [157]
-----------------------------------------------
                0.00    0.00       1/1           setupGameDisplay(GameDisplay*) [12]
[13]     0.1    0.00    0.00       1         StarfieldBackground::initStarfield(int, int) [13]
                0.00    0.00     800/800         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [10]
                0.00    0.00     400/400         std::vector<SDL_Color, std::allocator<SDL_Color> >::push_back(SDL_Color const&) [74]
-----------------------------------------------
                                                 <spontaneous>
[14]     0.1    0.00    0.00                 console_main [14]
                0.00    0.00       1/1           SDL_main [11]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [10]
[15]     0.1    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >) [16]
                0.00    0.00      20/20          void std::_Destroy<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >) [19]
                0.00    0.00      60/220269      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [5]
                0.00    0.00      20/73423       std::vector<Vector, std::allocator<Vector> >::end() [9]
                0.00    0.00      20/386         std::vector<Vector, std::allocator<Vector> >::begin() [20]
                0.00    0.00      80/151054      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [25]
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::size() const [120]
                0.00    0.00      20/20          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned int) [122]
                0.00    0.00      20/1822        void std::_Construct<Vector, Vector>(Vector*, Vector const&) [50]
                0.00    0.00      20/3086        __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator++() [47]
                0.00    0.00      20/20          std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned int) [123]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
[16]     0.1    0.00    0.00      40         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >) [16]
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [17]
-----------------------------------------------
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >) [16]
[17]     0.1    0.00    0.00      40         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [17]
                0.00    0.00    2044/735443      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator*() const [3]
                0.00    0.00    2044/3086        __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator++() [47]
                0.00    0.00    1062/75487       bool __gnu_cxx::operator!=<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [27]
                0.00    0.00    1022/1822        void std::_Construct<Vector, Vector>(Vector*, Vector const&) [50]
-----------------------------------------------
                0.00    0.00      20/20          void std::_Destroy<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >) [19]
[18]     0.0    0.00    0.00      20         void std::__destroy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [18]
                0.00    0.00    1022/735443      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator*() const [3]
                0.00    0.00    1042/75487       bool __gnu_cxx::operator!=<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [27]
                0.00    0.00    1022/1022        void std::_Destroy<Vector>(Vector*) [59]
                0.00    0.00    1022/3086        __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::operator++() [47]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
[19]     0.0    0.00    0.00      20         void std::_Destroy<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >) [19]
                0.00    0.00      20/20          void std::__destroy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [18]
-----------------------------------------------
                0.00    0.00      20/386         std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
                0.00    0.00     366/386         StarfieldBackground::update() [1]
[20]     0.0    0.00    0.00     386         std::vector<Vector, std::allocator<Vector> >::begin() [20]
                0.00    0.00     386/220269      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [5]
-----------------------------------------------
                0.00    0.00     511/221133      void std::__destroy_aux<__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > > >(__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __false_type) [137]
                0.00    0.00    1022/221133      __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > > >(__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, __false_type) [126]
                0.00    0.00  219600/221133      StarfieldBackground::update() [1]
[24]     0.0    0.00    0.00  221133         __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::operator*() const [24]
-----------------------------------------------
                0.00    0.00      80/151054      std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
                0.00    0.00  150974/151054      bool __gnu_cxx::operator!=<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [27]
[25]     0.0    0.00    0.00  151054         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [25]
-----------------------------------------------
                0.00    0.00      84/75533       std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
                0.00    0.00     149/75533       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::__copy_ni2<Actor**, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(Actor**, Actor**, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [78]
                0.00    0.00    4810/75533       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::operator+(int const&) const [43]
                0.00    0.00   10670/75533       std::vector<Actor*, std::allocator<Actor*> >::begin() [38]
                0.00    0.00   22544/75533       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::operator++(int) [34]
                0.00    0.00   37276/75533       std::vector<Actor*, std::allocator<Actor*> >::end() [32]
[26]     0.0    0.00    0.00   75533         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor** const&) [26]
-----------------------------------------------
                0.00    0.00    1042/75487       void std::__destroy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [18]
                0.00    0.00    1062/75487       __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, __false_type) [17]
                0.00    0.00   73383/75487       StarfieldBackground::update() [1]
[27]     0.0    0.00    0.00   75487         bool __gnu_cxx::operator!=<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [27]
                0.00    0.00  150974/151054      __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [25]
-----------------------------------------------
                0.00    0.00      10/74823       bool __gnu_cxx::operator< <Actor**, std::vector<Actor*, std::allocator<Actor*> > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&) [772]
                0.00    0.00     112/74823       std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
                0.00    0.00     149/74823       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::__copy_ni2<Actor**, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(Actor**, Actor**, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [78]
                0.00    0.00     298/74823       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > std::__copy_ni1<__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, __true_type) [77]
                0.00    0.00   74254/74823       bool __gnu_cxx::operator!=<Actor**, std::vector<Actor*, std::allocator<Actor*> > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&) [33]
[28]     0.0    0.00    0.00   74823         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::base() const [28]
-----------------------------------------------
                0.00    0.00      20/73443       std::vector<SDL_Color, std::allocator<SDL_Color> >::end() [124]
                0.00    0.00      30/73443       std::vector<SDL_Color, std::allocator<SDL_Color> >::_M_insert_aux(__gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >, SDL_Color const&) [136]
                0.00    0.00     193/73443       std::vector<SDL_Color, std::allocator<SDL_Color> >::begin() [76]
                0.00    0.00   73200/73443       __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::operator++(int) [30]
[29]     0.0    0.00    0.00   73443         __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::__normal_iterator(SDL_Color* const&) [29]
-----------------------------------------------
                0.00    0.00   73200/73200       StarfieldBackground::update() [1]
[30]     0.0    0.00    0.00   73200         __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::operator++(int) [30]
                0.00    0.00   73200/73443       __gnu_cxx::__normal_iterator<SDL_Color*, std::vector<SDL_Color, std::allocator<SDL_Color> > >::__normal_iterator(SDL_Color* const&) [29]
-----------------------------------------------
                0.00    0.00     230/70915       Display::removeActor(Actor*) [538]
                0.00    0.00     312/70915       Display::addActor(Actor*) [541]
                0.00    0.00    3305/70915       Display2D::update(int) [2]
                0.00    0.00   15812/70915       GameDisplay::update(int) [66]
                0.00    0.00   51256/70915       GameDisplay::runCollisions() [65]
[31]     0.0    0.00    0.00   70915         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::operator*() const [31]
-----------------------------------------------
                0.00    0.00      28/37276       std::vector<Actor*, std::allocator<Actor*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >, Actor* const&) [112]
                0.00    0.00      28/37276       std::vector<Actor*, std::allocator<Actor*> >::push_back(Actor* const&) [82]
                0.00    0.00     200/37276       std::vector<Actor*, std::allocator<Actor*> >::erase(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [84]
                0.00    0.00     230/37276       Display::removeActor(Actor*) [538]
                0.00    0.00     356/37276       Display::addActor(Actor*) [541]
                0.00    0.00    9191/37276       Display2D::update(int) [2]
                0.00    0.00    9882/37276       GameDisplay::update(int) [66]
                0.00    0.00   17361/37276       GameDisplay::runCollisions() [65]
[32]     0.0    0.00    0.00   37276         std::vector<Actor*, std::allocator<Actor*> >::end() [32]
                0.00    0.00   37276/75533       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor** const&) [26]
-----------------------------------------------
                0.00    0.00     107/37127       std::vector<Actor*, std::allocator<Actor*> >::erase(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >) [84]
                0.00    0.00     230/37127       Display::removeActor(Actor*) [538]
                0.00    0.00     356/37127       Display::addActor(Actor*) [541]
                0.00    0.00    9191/37127       Display2D::update(int) [2]
                0.00    0.00    9882/37127       GameDisplay::update(int) [66]
                0.00    0.00   17361/37127       GameDisplay::runCollisions() [65]
[33]     0.0    0.00    0.00   37127         bool __gnu_cxx::operator!=<Actor**, std::vector<Actor*, std::allocator<Actor*> > >(__gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&, __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > > const&) [33]
                0.00    0.00   74254/74823       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::base() const [28]
-----------------------------------------------
                0.00    0.00     198/22544       Display::removeActor(Actor*) [538]
                0.00    0.00     312/22544       Display::addActor(Actor*) [541]
                0.00    0.00    3300/22544       Display2D::update(int) [2]
                0.00    0.00    5983/22544       GameDisplay::update(int) [66]
                0.00    0.00   12751/22544       GameDisplay::runCollisions() [65]
[34]     0.0    0.00    0.00   22544         __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::operator++(int) [34]
                0.00    0.00   22544/75533       __gnu_cxx::__normal_iterator<Actor**, std::vector<Actor*, std::allocator<Actor*> > >::__normal_iterator(Actor** const&) [26]
-----------------------------------------------
                0.00    0.00       8/11814       __gnu_cxx::__normal_iterator<Display**, std::vector<Display*, std::allocator<Display*> > > std::__copy_ni2<Display**, __gnu_cxx::__normal_iterator<Display**, std::vector<Display*, std::allocator<Display*> > > >(Display**, Display**, __gnu_cxx::__normal_iterator<Display**, std::vector<Display*, std::allocator<Display*> > >, __true_type) [148]
                0.00    0.00      16/11814       std::vector<Display*, std::allocator<Display*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Display**, std::vector<Display*, std::allocator<Display*> > >, Display* const&) [169]
